Date,Transaction ID,Account ID,Direction,Bank Amount,Net Withdrawal Effect,Cumulative Net Withdrawals,Category,Expense Group,Description
2025-12-04,Chase6611_Activity_20260220.CSV:263,Chase6611_Activity_20260220,Business -> ...0273,-2000.00,2000.00,127470.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27204645493 12/04
2025-12-04,Chase6611_Activity_20260220.CSV:264,Chase6611_Activity_20260220,Business -> ...0273,-600.00,600.00,128070.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27203313416 12/04
2025-12-04,Chase6611_Activity_20260220.CSV:269,Chase6611_Activity_20260220,Business -> ...0273,-2500.00,2500.00,130570.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27197760407 12/04
2025-12-04,Chase6611_Activity_20260220.CSV:271,Chase6611_Activity_20260220,...0273 -> Business,4000.00,-4000.00,126570.04,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27199039343
2025-12-09,Chase6611_Activity_20260220.CSV:254,Chase6611_Activity_20260220,Business -> ...0273,-1200.00,1200.00,127770.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27262091963 12/09
2025-12-12,Chase6611_Activity_20260220.CSV:249,Chase6611_Activity_20260220,...0273 -> Business,400.00,-400.00,127370.04,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27301346092
2025-12-16,Chase6611_Activity_20260220.CSV:239,Chase6611_Activity_20260220,Business -> ...0273,-600.00,600.00,127970.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27347256204 12/16
2025-12-17,Chase6611_Activity_20260220.CSV:233,Chase6611_Activity_20260220,Business -> ...0273,-300.00,300.00,128270.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27360798720 12/17
2025-12-17,Chase6611_Activity_20260220.CSV:238,Chase6611_Activity_20260220,...0273 -> Business,1500.00,-1500.00,126770.04,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27364462616
2025-12-18,Chase6611_Activity_20260220.CSV:222,Chase6611_Activity_20260220,Business -> ...0273,-2000.00,2000.00,128770.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27375001948 12/18
2025-12-18,Chase6611_Activity_20260220.CSV:229,Chase6611_Activity_20260220,...0273 -> Business,400.00,-400.00,128370.04,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27370620562
2025-12-22,Chase6611_Activity_20260220.CSV:202,Chase6611_Activity_20260220,Business -> ...0273,-5000.00,5000.00,133370.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27421003857 12/22
2025-12-22,Chase6611_Activity_20260220.CSV:203,Chase6611_Activity_20260220,Business -> ...0273,-709.47,709.47,134079.51,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27413221166 12/22
2025-12-22,Chase6611_Activity_20260220.CSV:204,Chase6611_Activity_20260220,Business -> ...0273,-709.47,709.47,134788.98,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27413188127 12/22
2025-12-22,Chase6611_Activity_20260220.CSV:211,Chase6611_Activity_20260220,...0273 -> Business,4000.00,-4000.00,130788.98,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27421298258
2025-12-26,Chase6611_Activity_20260220.CSV:185,Chase6611_Activity_20260220,Business -> ...0273,-2000.00,2000.00,132788.98,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27473035709 12/26
2025-12-30,Chase6611_Activity_20260220.CSV:172,Chase6611_Activity_20260220,Business -> ...0273,-10000.00,10000.00,142788.98,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27512693216 12/30
